date, pm25, pm10, o3, no2, so2, co
2024/12/31, , 98, 9, 5, 4, 6
2024/7/10, , 46, 17, 3, 6, 3
2024/4/2, , 33, 14, 1, 6, 4
2024/4/6, , 46, 28, 1, 6, 3
2024/4/12, , 54, 21, 3, 8, 7
2024/4/26, , 44, 15, 1, 6, 3
2024/5/12, , 25, 12, 3, 4, 4
2023/12/31, , 91, 19, 49, 8, 6
2024/1/7, , 98, 14, 11, 6, 6
2024/1/26, , 90, 13, 9, 13, 7
2024/3/15, , 24, 15, 1, 9, 6
2023/7/28, , 15, 8, 3, 4, 3
2023/9/12, , 35, 16, 4, 6, 3
2023/9/24, , 48, 11, 15, 8, 6
2023/9/26, , 35, 12, 7, 7, 6
2023/4/2, , 28, 6, 1, 10, 6
2023/5/7, , 32, 19, 4, 8, 9
2023/5/21, , 55, 30, 2, 9, 10
2022/10/23, , 60, 15, 4, 5, 5
2022/11/6, , 84, 21, 7, 9, 5
2022/7/12, , 16, 13, 1, 4, 5
2022/8/24, , 10, 13, 2, 1, 3
2022/1/26, , 110, 35, 7, 7, 8
2021/9/26, , 13, 8, 3, 10, 1
2020/5/5, , 32, 12, 2, 5, 
2020/5/16, , 40, 19, 6, 5, 
2020/5/17, , 45, 25, 6, 4, 
2019/12/31, , 66, 27, 5, 8, 6
2019/10/6, , 32, 16, 5, 8, 3
2019/8/13, , 47, 16, 6, 5, 11
2019/8/26, , 38, 13, 9, 2, 4
2018/12/31, , 93, 16, 37, 14, 9
2018/11/28, , 71, 19, 31, 8, 14
2018/12/14, , 110, 17, 26, 11, 9
2018/4/11, , 31, 18, 1, 8, 12
2018/4/23, , 69, 35, 2, 5, 5
2018/1/20, , 81, 39, 9, 11, 11
