date, pm25, pm10, o3, no2, so2, co
2021/10/10, 81, 63, 11, 9, 1, 5
2021/10/11, 109, 68, 11, 5, , 3
2021/10/12, 128, 56, 10, 4, 1, 3
2021/10/13, 92, 75, 9, 6, 1, 4
2021/10/14, 123, 75, 9, 6, 1, 2
2021/10/15, 140, 37, 8, 6, 1, 3
2021/10/16, 78, 44, 6, 5, 1, 4
2021/10/17, 77, 48, 7, 6, , 3
2021/10/18, 78, 73, 8, 8, 1, 3
2021/10/19, 123, 66, 7, 7, 1, 4
2021/10/20, 114, 67, 9, 9, 1, 3
2021/10/21, 122, 65, 8, 9, , 3
2021/10/22, 112, 57, 8, 7, , 3
2021/10/23, 106, 54, 6, 5, , 4
2021/10/24, 92, 81, 8, 6, 1, 3
2021/10/25, 133, 84, 7, 6, 1, 3
2021/10/26, 131, 82, 5, 7, , 5
2021/10/27, 147, 78, 6, 6, 1, 3
2021/10/28, 152, 61, 5, 6, 1, 4
2021/10/29, 122, 28, 5, 7, , 3
2021/10/30, 48, 33, 5, 4, 1, 3
2021/10/31, 57, 51, 12, 6, 1, 5
2021/11/1, 87, 25, 23, 5, 4, 5
2021/11/2, 50, 31, 30, 5, 3, 4
2021/11/3, 55, 55, 32, 6, 9, 3
2021/11/4, 107, 59, 40, 6, 5, 5
2021/11/5, 120, 82, 50, 6, 6, 5
2021/11/6, 162, 85, 57, 8, 8, 6
2021/11/7, 166, 83, 84, 8, 9, 5
2021/11/8, 159, 82, 75, 9, 9, 8
2021/11/9, 149, 78, 58, 9, 7, 5
2021/11/10, 145, 53, 35, 7, 4, 5
2021/11/11, 107, 20, 16, 7, 3, 4
2021/11/12, 52, 14, 21, 5, 2, 3
2021/11/13, 29, 17, 13, 5, 2, 3
2021/11/14, 26, 25, 12, 8, 3, 5
2021/11/15, 46, 23, 18, 5, 2, 3
2021/11/16, 35, 44, 28, 6, 6, 3
2021/11/17, 77, 57, 34, 7, 4, 4
2021/11/18, 116, 48, 42, 7, 4, 4
2021/11/19, 111, 27, 21, 6, 4, 4
2021/11/20, 55, 31, 16, 7, 4, 4
2021/11/21, 55, 33, 23, 7, 4, 4
